fold,epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc,val_sensitivity,val_specificity
0,1,0.22040667372733666,0.9389027190653019,0.9746423305113554,0.20303908505788948,0.9294816878636816,0.959839304247501,0.7744763883571775,0.9720196865590268
0,2,0.1773204581771272,0.9475587182592597,0.979752287092135,0.19957282355262723,0.9342841091207146,0.9607437658033582,0.788521441135747,0.9742856587471803
0,3,0.16668028695049453,0.9514119059713891,0.9815003448539428,0.19041160216538675,0.933225862331317,0.9640689287782575,0.8297340918021617,0.9616270383799039
0,4,0.16130259818719558,0.9523552729901347,0.982315042734658,0.18734288050618614,0.9344395413876543,0.964948841423936,0.8264656825460537,0.9640707338769322
0,5,0.1576769685020632,0.9501869851597419,0.9818287991329147,0.18738186126427953,0.9314794282852589,0.9666385372742899,0.8668688200840207,0.9492104734567461
0,6,0.15510991512878075,0.9516837510128116,0.9830170683635099,0.19968438895230495,0.9361736280106376,0.9634813399703802,0.7739215345670538,0.9807003594268794
0,7,0.15292016169289724,0.9541753402674674,0.98392548709991,0.19206941230726213,0.9353739507868032,0.9666243405082171,0.7863273232605165,0.976276715191918
0,8,0.15113458155700904,0.9559253966591323,0.9845673495631269,0.1745489377265163,0.9378779355544411,0.9699843165774334,0.8527445024782907,0.9612410455684415
0,9,0.14965477926865547,0.956993575071896,0.9851168350511412,0.18485336120681242,0.9376898189323039,0.9667967495543198,0.8112889978733415,0.9723779101034775
0,10,0.1482899128474488,0.9553251800676743,0.9846382387032284,0.180224516767168,0.9382051422659192,0.9680140452084809,0.8386741524144572,0.9655193639727083
0,11,0.14686147843735353,0.9578708147055653,0.9857780950642778,0.17864432878532804,0.9415364043795583,0.9692947878349082,0.822989835550781,0.9740690584644891
0,12,0.14566780379649674,0.9568364011729467,0.985865155356889,0.18716893053572212,0.938732449863107,0.9677243806776287,0.7898891810256868,0.9795794066818411
0,13,0.14481211854624146,0.9580330587302873,0.9860095668571014,0.17322625529838925,0.94024646182776,0.9697389308380361,0.858965948167549,0.9625522177925099
0,14,0.1439963950676538,0.9592840852959125,0.9865820517072954,0.17624714208988174,0.9400601610031337,0.9693844705484266,0.8332419820254355,0.969374201055047
0,15,0.1431593248041726,0.9588323047270725,0.9868002071546284,0.17859608720378398,0.939072367157162,0.9701897944202148,0.8151409311762057,0.9730827866644575
0,16,0.1425211022635923,0.9594236755671826,0.9869062133129688,0.16515223066530424,0.9426887094800246,0.9722870863897772,0.8368898505605035,0.9717230182231187
0,17,0.14170644724667852,0.9595458979608062,0.9871725839039793,0.1679570488568134,0.9394787426401188,0.971887647742039,0.8488925691754265,0.9643382444824781
0,18,0.1411908874791625,0.9599336007698824,0.9874779068163623,0.1732994607530111,0.9420913120989131,0.9712522120664827,0.8364193210545933,0.971090804577486
0,19,0.1409719947985303,0.9564676843667634,0.9873420032599771,0.1798979153216265,0.941097344541404,0.9700108012266364,0.788084641343522,0.9830885163898843
0,20,0.14046327261217695,0.9595951968433181,0.9874217599190973,0.17571419776933375,0.9413087033716818,0.9711216122349345,0.8189844320506485,0.9748780697767628
