fold,epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc,val_sensitivity,val_specificity
0,1,0.11537421324881576,0.9314103776907131,0.9830180868698021,0.5345364437130768,0.8528795750665411,0.9405737920296482,0.9606118423180157,0.8232597150105507
0,2,0.07909722752301634,0.9253222226979013,0.9831499429464722,0.6633264797684841,0.8392296337622186,0.9355894101851696,0.9515678728885727,0.8083434099153567
0,3,0.0687320374915253,0.9412023847172603,0.9860856692682516,0.6137155088984415,0.8455455211130095,0.9400852238189334,0.9432245685519948,0.8186896886928895
0,4,0.06228102411542974,0.9577820251315061,0.9937206031980836,0.5114265948886934,0.8672199170124482,0.9647749393082843,0.9567420151128071,0.8426067524954359
0,5,0.058041175946044306,0.9615790949177682,0.9938050235812259,0.4641263527982691,0.8785685228448226,0.9644072604924454,0.9544459895008031,0.8577068070275269
0,6,0.054752919647059126,0.9142866218024585,0.9893030791548681,0.8459214692404454,0.7854364982507526,0.9590977088840696,0.9776433938061205,0.7325912227043175
0,7,0.05171860802193634,0.9582501853997523,0.9940584944773098,0.6135029847092391,0.855776003347397,0.9580825334969638,0.9414567366253813,0.8322189819095716
0,8,0.04956436608152078,0.958133490583626,0.9925827522106022,0.6202558810013152,0.8497785836326232,0.9480737502019482,0.9556748482790587,0.8206635132892335
0,9,0.04772441939909035,0.9565011441615995,0.993107132412046,0.5661753016783709,0.846566012297035,0.9552088169269811,0.9595554549472345,0.8155007468525499
0,10,0.046226517294672566,0.9487972147916549,0.9914031050359126,0.9104502569967341,0.8359798691260737,0.9354452944812741,0.9656458515236771,0.8003295635061763
