fold,epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc,val_sensitivity,val_specificity
2,1,0.12655643557926377,0.970301758448513,0.9928112971297637,0.34831556216906073,0.9247007538018012,0.9525512302219791,0.891170181089787,0.9334109151252852
2,2,0.07982024902388112,0.9701011124341322,0.9941564697588865,0.47982722307061354,0.9055975574700614,0.9535249080461795,0.9179005494951682,0.9024016369523715
2,3,0.06748239282438134,0.9759066897354762,0.9955219642470702,0.4155658867179119,0.9188316490705157,0.9575785993077544,0.916953144032699,0.9193196240916075
2,4,0.060660001410487795,0.9801636745192719,0.9967340469687561,0.3705943715313366,0.9351663471172175,0.9621275624362745,0.9092520910591994,0.9418980350243117
2,5,0.0559492561442465,0.9799367142734969,0.9969353117026618,0.344893154747066,0.9295567891001544,0.9611399203031228,0.9201607882413447,0.9319975670725061
2,6,0.05205365133186442,0.9825214296521917,0.9975678938464567,0.3432814099806066,0.9321690011916822,0.966043280806619,0.9338710987196492,0.931726851151949
2,7,0.04909939896962246,0.9818905459545159,0.997284337278289,0.4060823155599504,0.9330676468043659,0.9624076768861369,0.9082099450504831,0.9395248759804663
2,8,0.04668846804875839,0.9817372655566446,0.9972118229260634,0.43454582109822404,0.9268357348381461,0.9607822638526327,0.8957312616733887,0.934915673748642
2,9,0.044644775498419234,0.9828299640152885,0.9977364253851662,0.49397196169455365,0.9188818839184297,0.9565505303820615,0.9225834393525161,0.9179203392035327
2,10,0.043195833120092966,0.9832437553039622,0.9978028443105984,0.3655332284761344,0.9342677015045336,0.9672918241851802,0.9443331618980592,0.9316530195372515
2,11,0.04140204237717066,0.9838680604437895,0.9979064336981648,0.425944860679779,0.9314266417725087,0.9663825302207274,0.9376877892970251,0.9298001975874641
