fold,epoch,train_loss,train_accuracy,train_roc_auc,val_loss,val_accuracy,val_roc_auc,val_sensitivity,val_specificity
1,1,0.22291908359555235,0.9378067894924649,0.9752795052651407,0.1950634717946007,0.9275437688018177,0.9555704404551928,0.8050508256752886,0.9564575999780707
1,2,0.18164982992996184,0.9472062630961867,0.9810376886335858,0.17349882181110643,0.9379254953663303,0.9623658267416418,0.7951663350546192,0.9716230631997095
1,3,0.17003773440787887,0.949104938520027,0.9826049179913884,0.17195015719914775,0.9400759113857099,0.9650937331951728,0.7600528772828974,0.9825694255672486
1,4,0.16343619342791624,0.9513559399339456,0.9838704702419179,0.16441646613202646,0.9419435724626994,0.9659993382892039,0.8043617951953672,0.9744190455740558
1,5,0.15869883931916107,0.9531171406111241,0.9852584508847728,0.16718313436967244,0.9432331567685804,0.9663159117949026,0.7768431565337895,0.9825086632051917
1,6,0.15501130972272317,0.9539310426241472,0.9855876830243556,0.16740982336827764,0.9432815762423753,0.9658585527859086,0.7795625043548274,0.981926623737068
1,7,0.15257447810992533,0.9556533940754931,0.9864620648153557,0.16239782488331544,0.9453558517151767,0.9681532636548016,0.7973379423536971,0.9802947202989691
1,8,0.15056128513925818,0.9554576454900825,0.9868500429181389,0.1627424895393883,0.9455362234954203,0.967762801895087,0.7834199137550613,0.9838029472029897
1,9,0.1488689083078168,0.9562307665478117,0.9869815686095654,0.1638167784876836,0.9444044644972525,0.966873486746543,0.7820166915698282,0.9827352656982761
1,10,0.14719150085061034,0.9559887637736335,0.987319812154437,0.1658768662066847,0.9446946117257181,0.9672279637873535,0.7694012402548639,0.986071713293023
1,11,0.1458775041670112,0.9581859987175463,0.9881772703119809,0.1561635724463511,0.9467112273671301,0.9679928200149142,0.8179507923850519,0.9771044678610507
1,12,0.14472809908687542,0.957454731798145,0.9879831493996857,0.15772986968789388,0.9458585271683146,0.966538029378479,0.7820824978516184,0.9845170191721242
1,13,0.14344560288372504,0.9584054646480094,0.9885501621216544,0.1618142085982217,0.9446025777640774,0.9669678741712535,0.7960934294363111,0.9796574007871696
1,14,0.1423361977511351,0.9582818339624869,0.9884734747363048,0.16070563755071793,0.9438060589394361,0.9679482573357414,0.7692425309870168,0.9850108846862857
1,15,0.14111958976496214,0.9586789116850851,0.9888509084714928,0.16145096983762963,0.9438925486865202,0.9672156740095722,0.8233217462664613,0.972352668404257
1,16,0.14007438288759805,0.959937970020632,0.9894890882458361,0.16285442634550604,0.9441760428575178,0.9664969472825122,0.7786760550295354,0.983241466428795
